CODE_UIC;LIBELLE;FRET;VOYAGEURS;CODE_LIGNE;RG_TRONCON;PK;COMMUNE;DEPARTEMEN;IDRESEAU;IDGAIA;X_L93;Y_L93;X_WGS84;Y_WGS84;C_GEO;Geo Point;Geo Shape
87009696;La Douzillère;N;O;594000;1;244+100;JOUE-LES-TOURS;INDRE-ET-LOIRE;4650;d9dc0092-6667-11e3-89ff-01f464e0362d;522803.98640000075;6695781.5896000005;0.653001386682489;47.33866140621093;47.33866140621093, 0.6530013866824887;47.338661406198106, 0.6530013866824868;"{""coordinates"": [0.653001386682487, 47.338661406198106], ""type"": ""Point""}"
87142554;Châtillon-sur-Seine;O;N;839000;1;035+431;SAINTE-COLOMBE-SUR-SEINE;COTE-D'OR;9201;29d3de32-dfbc-11e3-a2ff-01a464e0362d;815990.5833000019;6753362.917800002;4.551565119152175;47.87040423667916;47.87040423667916, 4.551565119152175;47.87040423666789, 4.551565119152176;"{""coordinates"": [4.551565119152176, 47.87040423666789], ""type"": ""Point""}"
87382218;La Défense;N;O;973000;1;008+295;PUTEAUX;HAUTS-DE-SEINE;4648;c0d4c69a-f312-11e3-90ff-015864e0362d;644164.1872999966;6866205.721500002;2.238471684534599;48.89343723770491;48.89343723770491, 2.2384716845345993;48.89343723768303, 2.2384716845345984;"{""coordinates"": [2.238471684534598, 48.89343723768303], ""type"": ""Point""}"
87718122;Byans;N;O;871000;1;015+118;BYANS-SUR-DOUBS;DOUBS;3446;297c8c1e-dfbc-11e3-a2ff-01a464e0362d;916198.4419;6672578.780099999;5.852088069196292;47.11832925172662;47.11832925172662, 5.852088069196292;47.11832925171314, 5.852088069196295;"{""coordinates"": [5.852088069196295, 47.11832925171314], ""type"": ""Point""}"
87721829;Chamelet;N;O;775000;1;074+576;CHAMELET;RHONE;3578;d9cff2d6-6667-11e3-89ff-01f464e0362d;816664.1966999993;6543551.646000002;4.507016244543598;45.98167025804158;45.98167025804158, 4.507016244543598;45.98167025802479, 4.5070162445436;"{""coordinates"": [4.5070162445436, 45.98167025802479], ""type"": ""Point""}"
87471060;L'Hermitage-Mordelles;O;O;420000;1;385+104;L'HERMITAGE;ILLE-ET-VILAINE;8893;e1934ea8-19bf-11e5-a6ff-01fc64e0362d;341644.2468999997;6791268.489999998;-1.81921151526776;48.123335774611554;48.123335774611554, -1.8192115152677604;48.123335774601024, -1.8192115152677635;"{""coordinates"": [-1.819211515267763, 48.123335774601024], ""type"": ""Point""}"
87174003;Châlons-en-Champagne;O;O;070000;1;172+214;CHALONS-EN-CHAMPAGNE;MARNE;3563;e14dc8ac-19bf-11e5-a6ff-01fc64e0362d;798787.0291000009;6873657.124400001;4.348974315249643;48.95527794985203;48.95527794985203, 4.348974315249643;48.95527794983048, 4.348974315249644;"{""coordinates"": [4.348974315249644, 48.95527794983048], ""type"": ""Point""}"
87213686;Hoerdt;N;O;146000;1;007+193;HRDT;BAS-RHIN;4455;d985c1a6-6667-11e3-89ff-01f464e0362d;1051527.873800002;6855415.366999999;7.7797685201344;48.70309760982452;48.70309760982452, 7.7797685201344;48.70309760980168, 7.779768520134403;"{""coordinates"": [7.779768520134403, 48.70309760980168], ""type"": ""Point""}"
87696633;Flez-Cuzy-Tannay;N;O;762000;1;244+504;TANNAY;NIEVRE;8262;d9e379b8-6667-11e3-89ff-01f464e0362d;746427.3461000025;6696034.3434999995;3.615134800485459;47.363016895951745;47.363016895951745, 3.615134800485459;47.363016895939, 3.61513480048546;"{""coordinates"": [3.61513480048546, 47.363016895939], ""type"": ""Point""}"
87342360;Aire-sur-la-Lys;O;N;294000;1;060+044;AIRE-SUR-LA-LYS;PAS-DE-CALAIS;2824;e552a83c-6667-11e3-a7ff-01f464e0362d;657905.9632000029;7060642.339499999;2.405933102461811;50.64130516051258;50.64130516051258, 2.4059331024618107;50.64130516049894, 2.4059331024618102;"{""coordinates"": [2.40593310246181, 50.64130516049894], ""type"": ""Point""}"
87581868;Bassens-Appontements;O;N;570511;1;006+900;LORMONT;GIRONDE;87076;29d972da-dfbc-11e3-a2ff-01a464e0362d;421280.31639999896;6426854.324299999;-0.530996594037636;44.88477639840179;44.88477639840179, -0.5309965940376361;44.88477639838188, -0.5309965940376384;"{""coordinates"": [-0.530996594037638, 44.88477639838188], ""type"": ""Point""}"
87473181;Plouaret-Trégor;N;O;420000;1;530+923;LE VIEUX-MARCHE;COTES-D'ARMOR;6025;296e5ab0-dfbc-11e3-a2ff-01a464e0362d;224408.06059999764;6853469.3224;-3.457983953556017;48.606290948971115;48.606290948971115, -3.4579839535560173;48.60629094894776, -3.457983953556023;"{""coordinates"": [-3.457983953556023, 48.60629094894776], ""type"": ""Point""}"
87582684;Cadaujac;N;O;640000;1;008+487;CADAUJAC;GIRONDE;3448;e1c839e0-19bf-11e5-a6ff-01fc64e0362d;420073.2644999996;6412144.2326;-0.537923689084897;44.75198423836627;44.75198423836627, -0.5379236890848973;44.751984238346004, -0.5379236890848997;"{""coordinates"": [-0.5379236890849, 44.751984238346004], ""type"": ""Point""}"
87276006;Creil;O;O;272000;1;050+253;CREIL;OISE;3875;29018916-dfbc-11e3-a2ff-01a464e0362d;661368.4228999987;6907317.141899999;2.469338512801428;49.26433696531956;49.26433696531956, 2.469338512801428;49.264336965299535, 2.4693385128014276;"{""coordinates"": [2.469338512801428, 49.264336965299535], ""type"": ""Point""}"
87396275;Champagné;O;O;420000;1;199+637;CHAMPAGNE;SARTHE;3590;d9a52bc2-6667-11e3-89ff-01f464e0362d;501435.1863999963;6772195.085099999;0.336034717275254;48.01999207493511;48.01999207493511, 0.33603471727525364;48.019992074924275, 0.33603471727525125;"{""coordinates"": [0.336034717275251, 48.019992074924275], ""type"": ""Point""}"
87471029;Vern;N;O;466000;1;050+491;VERN-SUR-SEICHE;ILLE-ET-VILAINE;7152;e17c0ffc-19bf-11e5-a6ff-01fc64e0362d;357685.4151000008;6781809.9761000015;-1.596590935217561;48.04697466541346;48.04697466541346, -1.5965909352175605;48.0469746654027, -1.5965909352175645;"{""coordinates"": [-1.596590935217564, 48.0469746654027], ""type"": ""Point""}"
87545210;Ste-Geneviève-des-Bois;N;O;570000;1;025+898;SAINTE-GENEVIEVE-DES-BOIS;ESSONNE;6712;c10ca50a-f312-11e3-90ff-015864e0362d;649273.4893999994;6839327.0951000005;2.311349268650718;48.652126468780416;48.652126468780416, 2.311349268650718;48.652126468757295, 2.3113492686507175;"{""coordinates"": [2.311349268650718, 48.652126468757295], ""type"": ""Point""}"
87213058;Haguenau;O;O;160000;1;037+263;SCHWEIGHOUSE-SUR-MODER;BAS-RHIN;4398;d98a0f5a-6667-11e3-89ff-01f464e0362d;1047909.7566;6869215.603799999;7.741946133955294;48.828951234919714;48.828951234919714, 7.7419461339552935;48.82895123489752, 7.741946133955297;"{""coordinates"": [7.741946133955297, 48.82895123489752], ""type"": ""Point""}"
87393306;Issy-Val-de-Seine;N;O;977000;1;005+710;ISSY-LES-MOULINEAUX;HAUTS-DE-SEINE;4504;d9c23322-6667-11e3-89ff-01f464e0362d;645900.4253999963;6859046.7315;2.263061548452739;48.829206272653394;48.829206272653394, 2.263061548452739;48.82920627263119, 2.2630615484527388;"{""coordinates"": [2.263061548452739, 48.82920627263119], ""type"": ""Point""}"
87775114;Vergèze-Codognan;O;O;810000;1;043+423;VERGEZE;GARD;7149;d992c566-6667-11e3-89ff-01f464e0362d;798222.9742999971;6294175.457699999;4.219113329716423;43.73977946287461;43.73977946287461, 4.219113329716423;43.73977946285169, 4.219113329716424;"{""coordinates"": [4.219113329716424, 43.73977946285169], ""type"": ""Point""}"
87725457;Champlan;N;O;990000;4;102+407;CHAMPLAN;ESSONNE;10334002;de1b5c3e-cde0-11eb-b0ff-01f06fb51c27;646973.8198999986;6845703.266899999;2.279341221911651;48.709290647180765;48.709290647180765, 2.2793412219116513;48.70929064715795, 2.279341221911651;"{""coordinates"": [2.279341221911651, 48.70929064715795], ""type"": ""Point""}"
87193656;Wittring;N;O;161000;1;064+656;WITTRING;MOSELLE;7363;d9db2508-6667-11e3-89ff-01f464e0362d;1002526.1579999998;6891944.102400001;7.140819812049893;49.055958481804154;49.055958481804154, 7.140819812049893;49.0559584817831, 7.140819812049896;"{""coordinates"": [7.140819812049896, 49.0559584817831], ""type"": ""Point""}"
87212167;Hochfelden;O;O;070000;1;474+548;HOCHFELDEN;BAS-RHIN;4453;298e8e62-dfbc-11e3-a2ff-01a464e0362d;1035942.1111999974;6860287.463799998;7.572162441093835;48.755137916528135;48.755137916528135, 7.572162441093835;48.755137916505554, 7.572162441093838;"{""coordinates"": [7.572162441093838, 48.755137916505554], ""type"": ""Point""}"
87313080;St-Roch (Somme);O;O;321000;1;002+045;AMIENS;SOMME;6660;290734d4-dfbc-11e3-a2ff-01a464e0362d;648472.6356000006;6977392.684300002;2.283469712395204;49.893141071352986;49.893141071352986, 2.2834697123952035;49.89314107133597, 2.283469712395203;"{""coordinates"": [2.283469712395203, 49.89314107133597], ""type"": ""Point""}"
87681825;Villeneuve-St-Georges;N;O;830000;1;014+386;VILLENEUVE-SAINT-GEORGES;VAL-DE-MARNE;7254;e1a3d2b6-19bf-11e5-a6ff-01fc64e0362d;659281.5107000023;6848066.1644;2.446378941339316;48.73143575163359;48.73143575163359, 2.446378941339316;48.73143575161089, 2.4463789413393155;"{""coordinates"": [2.446378941339316, 48.73143575161089], ""type"": ""Point""}"
87118786;Chavanges;O;N;013000;1;007+732;CHAVANGES;AUBE;8332;e54cf140-6667-11e3-a7ff-01f464e0362d;817145.3509000018;6824295.178199999;4.586064025145335;48.5083156467384;48.5083156467384, 4.586064025145335;48.50831564671455, 4.586064025145337;"{""coordinates"": [4.586064025145337, 48.50831564671455], ""type"": ""Point""}"
87213231;Reichshoffen-Usines;O;N;159000;1;016+822;REICHSHOFFEN;BAS-RHIN;6216;2991a042-dfbc-11e3-a2ff-01a464e0362d;1040757.7840000018;6878868.746800002;7.652436617456791;48.91943284002208;48.91943284002208, 7.652436617456791;48.91943284000035, 7.652436617456795;"{""coordinates"": [7.652436617456795, 48.91943284000035], ""type"": ""Point""}"
87613356;Caussade;O;O;590000;2;640+011;CAUSSADE;TARN-ET-GARONNE;3518;d9a26042-6667-11e3-89ff-01f464e0362d;582680.9682999998;6341342.961300001;1.533047244838831;44.16128580816961;44.16128580816961, 1.5330472448388313;44.16128580814777, 1.5330472448388301;"{""coordinates"": [1.53304724483883, 44.16128580814777], ""type"": ""Point""}"
87745000;Bellegarde;O;O;890000;1;134+411;VALSERHONE;AIN;3164;d96a678e-6667-11e3-89ff-01f464e0362d;918201.6881000027;6560651.418299999;5.825676729983513;46.11051692198756;46.11051692198756, 5.825676729983513;46.11051692197113, 5.825676729983516;"{""coordinates"": [5.825676729983516, 46.11051692197113], ""type"": ""Point""}"
87317164;Montreuil-sur-Mer;N;O;308000;1;123+153;MONTREUIL;PAS-DE-CALAIS;5653;d9953c40-6667-11e3-89ff-01f464e0362d;612474.6860999987;7041675.921;1.769017904748211;50.46637341957389;50.46637341957389, 1.769017904748211;50.46637341955948, 1.7690179047482102;"{""coordinates"": [1.76901790474821, 50.46637341955948], ""type"": ""Point""}"
87394015;Lucé;O;O;500000;1;089+830;LUCE;EURE-ET-LOIR;72286;d941f954-6667-11e3-89ff-01f464e0362d;585584.9280999973;6816279.539900001;1.453018308838864;48.43670752102672;48.43670752102672, 1.4530183088388635;48.43670752100249, 1.4530183088388624;"{""coordinates"": [1.453018308838862, 48.43670752100249], ""type"": ""Point""}"
87381178;Us;N;O;330000;2;039+837;US;VAL-D'OISE;7060;d9b726ee-6667-11e3-89ff-01f464e0362d;624821.3704999983;6889351.0286;1.970571442485532;49.099575309029696;49.099575309029696, 1.9705714424855318;49.09957530900886, 1.970571442485531;"{""coordinates"": [1.970571442485531, 49.09957530900886], ""type"": ""Point""}"
87574400;Fossé-Marolles;O;N;559000;1;060+346;MAROLLES;LOIR-ET-CHER;4205;e542f4bc-6667-11e3-a7ff-01f464e0362d;571810.4042000026;6727793.0370000005;1.292695956899221;47.63804811648232;47.63804811648232, 1.2926959568992205;47.638048116470365, 1.292695956899219;"{""coordinates"": [1.292695956899219, 47.638048116470365], ""type"": ""Point""}"
87212464;Lauterbourg;O;O;145000;1;055+493;LAUTERBOURG;BAS-RHIN;4882;29d3911a-dfbc-11e3-a2ff-01a464e0362d;1079186.4717999995;6886583.8849;8.182587532363396;48.96716996582567;48.96716996582567, 8.182587532363396;48.967169965804175, 8.182587532363403;"{""coordinates"": [8.182587532363403, 48.967169965804175], ""type"": ""Point""}"
87595264;St-Léon-sur-l'Isle;N;O;621000;1;055+205;SAINT-LEON-SUR-L'ISLE;DORDOGNE;6546;29d3674c-dfbc-11e3-a2ff-01a464e0362d;502870.0549999997;6450238.4256;0.492393736576139;45.123254805200325;45.123254805200325, 0.49239373657613866;45.123254805181084, 0.4923937365761367;"{""coordinates"": [0.492393736576137, 45.123254805181084], ""type"": ""Point""}"
87715151;Ste-Colombe;N;O;875000;1;446+173;SAINTE-COLOMBE;DOUBS;9576;d988a5d8-6667-11e3-89ff-01f464e0362d;948664.9231999964;6647257.68;6.266118394080583;46.87920222190296;46.87920222190296, 6.266118394080583;46.87920222188878, 6.266118394080586;"{""coordinates"": [6.266118394080586, 46.87920222188878], ""type"": ""Point""}"
87141036;Foug;O;O;070000;1;312+613;FOUG;MEURTHE-ET-MOSELLE;4208;28f7136a-dfbc-11e3-a2ff-01a464e0362d;905447.5261999965;6845750.3882;5.791096876217142;48.67922863357788;48.67922863357788, 5.791096876217142;48.67922863355492, 5.791096876217144;"{""coordinates"": [5.791096876217144, 48.67922863355492], ""type"": ""Point""}"
87746727;Vaudagne;N;O;896000;1;008+930;LES HOUCHES;HAUTE-SAVOIE;7112;2982b01c-dfbc-11e3-a2ff-01a464e0362d;992354.2990999967;6541335.241500001;6.772718953597742;45.9088333354493;45.9088333354493, 6.7727189535977415;45.90883333543229, 6.772718953597744;"{""coordinates"": [6.772718953597744, 45.90883333543229], ""type"": ""Point""}"
87345215;Sallaumines;N;O;286000;1;211+400;SALLAUMINES;PAS-DE-CALAIS;6734;d9b8afda-6667-11e3-89ff-01f464e0362d;689559.7692999989;7035567.488499999;2.853313364463135;50.41757686621085;50.41757686621085, 2.8533133644631348;50.417576866196214, 2.8533133644631343;"{""coordinates"": [2.853313364463134, 50.417576866196214], ""type"": ""Point""}"
87297085;La Bouteille;N;O;229000;1;186+430;LA BOUTEILLE;AISNE;4602;c101ed7c-f312-11e3-90ff-015864e0362d;770718.8958000019;6973924.562100001;3.982780234602766;49.860132006253636;49.860132006253636, 3.982780234602766;49.86013200623647, 3.982780234602767;"{""coordinates"": [3.982780234602767, 49.86013200623647], ""type"": ""Point""}"
87381418;Éragny-Neuville;O;O;338000;1;029+494;ERAGNY;VAL-D'OISE;4065;29677ce0-dfbc-11e3-a2ff-01a464e0362d;633489.0270000026;6880179.843899999;2.090693441119665;49.01807541544188;49.01807541544188, 2.090693441119665;49.01807541542063, 2.0906934411196643;"{""coordinates"": [2.090693441119664, 49.01807541542063], ""type"": ""Point""}"
87592162;Bugeat;N;O;713000;1;458+617;BUGEAT;CORREZE;3434;d97c4344-6667-11e3-89ff-01f464e0362d;616178.1601999998;6500698.822299998;1.924701307116646;45.600671390919544;45.600671390919544, 1.9247013071166457;45.600671390901645, 1.924701307116645;"{""coordinates"": [1.924701307116645, 45.600671390901645], ""type"": ""Point""}"
87673400;Biarritz;N;O;655000;1;207+291;BIARRITZ;PYRENEES-ATLANTIQUES;3225;c10d9bce-f312-11e3-90ff-015864e0362d;332068.1982000023;6272811.378199998;-1.546701196505992;43.45903906706433;43.45903906706433, -1.5467011965059916;43.459039067040734, -1.5467011965059947;"{""coordinates"": [-1.546701196505995, 43.459039067040734], ""type"": ""Point""}"
87741132;Aix-les-Bains-Le Revard;N;O;897000;1;000+078;AIX-LES-BAINS;SAVOIE;2831;d9df126a-6667-11e3-89ff-01f464e0362d;926353.1739000008;6514008.3451999985;5.908901294915313;45.688112428031324;45.688112428031324, 5.908901294915313;45.68811242801366, 5.9089012949153155;"{""coordinates"": [5.908901294915315, 45.68811242801366], ""type"": ""Point""}"
87296442;Tergnier;O;O;242000;1;130+878;TERGNIER;AISNE;6944;c08da158-f312-11e3-90ff-015864e0362d;721386.9136999995;6950918.8123;3.296029163054813;49.65702541631007;49.65702541631007, 3.296029163054813;49.657025416291944, 3.2960291630548135;"{""coordinates"": [3.296029163054814, 49.657025416291944], ""type"": ""Point""}"
87784207;Elne;N;O;680000;1;481+198;ELNE;PYRENEES-ORIENTALES;4035;d99e23da-6667-11e3-89ff-01f464e0362d;696985.9051000029;6166409.1532000005;2.963323638197445;42.59738878190676;42.59738878190676, 2.963323638197445;42.597388781881214, 2.9633236381974446;"{""coordinates"": [2.963323638197445, 42.597388781881214], ""type"": ""Point""}"
87741132;Aix-les-Bains-Le Revard;N;O;900000;1;123+622;AIX-LES-BAINS;SAVOIE;2831;d9df126a-6667-11e3-89ff-01f464e0362d;926352.0353000015;6514020.192000002;5.908892281827733;45.68821941185765;45.68821941185765, 5.908892281827733;45.68821941184001, 5.908892281827735;"{""coordinates"": [5.908892281827735, 45.68821941184001], ""type"": ""Point""}"
87688887;Montpellier Sud-de-France;N;O;834000;1;081+678;LATTES;HERAULT;172483;aaabd416-1033-11e7-afff-010064e0362d;773793.2866000012;6277264.2711;3.913503031859993;43.59059396781462;43.59059396781462, 3.913503031859993;43.59059396779133, 3.9135030318599937;"{""coordinates"": [3.913503031859994, 43.59059396779133], ""type"": ""Point""}"
87393488;Dreux;O;O;409000;1;042+545;DREUX;EURE-ET-LOIR;4008;29ce7866-dfbc-11e3-a2ff-01a464e0362d;579866.0126999989;6848971.5075;1.36657308615931;48.72968627977277;48.72968627977277, 1.3665730861593102;48.72968627975006, 1.3665730861593086;"{""coordinates"": [1.366573086159309, 48.72968627975006], ""type"": ""Point""}"
87313676;Laboissière-le-Déluge;N;O;325000;1;059+558;LABOISSIERE-EN-THELLE;OISE;4597;c131cacc-f312-11e3-90ff-015864e0362d;637143.7282999977;6910218.514699999;2.136162166775652;49.288495150682685;49.288495150682685, 2.1361621667756516;49.28849515066278, 2.136162166775651;"{""coordinates"": [2.136162166775651, 49.28849515066278], ""type"": ""Point""}"
87296129;Vervins;N;O;229000;1;178+891;VERVINS;AISNE;7179;d9998180-6667-11e3-89ff-01f464e0362d;764323.9491999969;6970501.0830999985;3.893379399194967;49.83006081663903;49.83006081663903, 3.8933793991949672;49.83006081662173, 3.893379399194968;"{""coordinates"": [3.893379399194968, 49.83006081662173], ""type"": ""Point""}"
87682401;Livry-sur-Seine;N;O;746000;1;059+711;LIVRY-SUR-SEINE;SEINE-ET-MARNE;5195;d9815c44-6667-11e3-89ff-01f464e0362d;676286.9689999968;6823395.526000001;2.678950684970236;48.51037289873945;48.51037289873945, 2.6789506849702356;48.510372898715616, 2.678950684970235;"{""coordinates"": [2.678950684970235, 48.510372898715616], ""type"": ""Point""}"
87543017;Les Aubrais-Orléans;O;O;570000;1;118+881;FLEURY-LES-AUBRAIS;LOIRET;5049;c0872586-f312-11e3-90ff-015864e0362d;618312.5529000014;6758997.2190000005;1.906180921730926;47.926275249867174;47.926275249867174, 1.9061809217309262;47.92627524985607, 1.9061809217309251;"{""coordinates"": [1.906180921730925, 47.92627524985607], ""type"": ""Point""}"
87773531;Vic-Mireval;N;O;810000;1;090+634;VIC-LA-GARDIOLE;HERAULT;9482;d9ac537c-6667-11e3-89ff-01f464e0362d;764687.0700000003;6267182.192899998;3.799519790518108;43.500776527296345;43.500776527296345, 3.7995197905181075;43.50077652727285, 3.7995197905181075;"{""coordinates"": [3.799519790518108, 43.50077652727285], ""type"": ""Point""}"
87747485;Le Cheylas-La Buissière;O;N;909000;1;036+673;LE CHEYLAS;ISERE;9397;d9dbfa4c-6667-11e3-89ff-01f464e0362d;934466.617899999;6481530.860300001;5.997234672401361;45.39313502704879;45.39313502704879, 5.997234672401361;45.39313502703032, 5.997234672401363;"{""coordinates"": [5.997234672401363, 45.39313502703032], ""type"": ""Point""}"
87681510;Buno-Gironville;N;O;745000;1;066+953;BUNO-BONNEVAUX;ESSONNE;3438;d991d8d8-6667-11e3-89ff-01f464e0362d;654603.2400000021;6807957.015500002;2.387007586562321;48.37033137332853;48.37033137332853, 2.3870075865623206;48.370331373303955, 2.38700758656232;"{""coordinates"": [2.38700758656232, 48.370331373303955], ""type"": ""Point""}"
87746776;Les Pélerins;N;O;896000;1;016+603;CHAMONIX-MONT-BLANC;HAUTE-SAVOIE;5105;e1a43176-19bf-11e5-a6ff-01fc64e0362d;998110.2449999973;6542017.6952;6.84730960664686;45.91247166220063;45.91247166220063, 6.84730960664686;45.912471662183634, 6.8473096066468635;"{""coordinates"": [6.847309606646864, 45.912471662183634], ""type"": ""Point""}"
87287219;Anstaing;N;O;268000;1;261+430;ANSTAING;NORD;2904;d9daa628-6667-11e3-89ff-01f464e0362d;713689.7361999974;7056412.675299998;3.193058529003587;50.60461729251908;50.60461729251908, 3.1930585290035873;50.60461729250528, 3.1930585290035878;"{""coordinates"": [3.193058529003588, 50.60461729250528], ""type"": ""Point""}"
87784256;Collioure;N;O;677000;1;494+669;COLLIOURE;PYRENEES-ORIENTALES;3768;d99bc330-6667-11e3-89ff-01f464e0362d;706434.5520000011;6158555.885299999;3.078202792729514;42.52676701474552;42.52676701474552, 3.0782027927295137;42.526767014719844, 3.0782027927295137;"{""coordinates"": [3.078202792729514, 42.526767014719844], ""type"": ""Point""}"
87214114;Kogenheim;N;O;115000;1;031+968;KOGENHEIM;BAS-RHIN;4555;d99dc78c-6667-11e3-89ff-01f464e0362d;1035888.8544000015;6813948.4586;7.535256303145657;48.33901322206883;48.33901322206883, 7.535256303145657;48.33901322204409, 7.53525630314566;"{""coordinates"": [7.53525630314566, 48.33901322204409], ""type"": ""Point""}"
87725713;Crêches-sur-Saône;N;O;830000;1;446+835;CRECHES-SUR-SAONE;SAONE-ET-LOIRE;3872;d9a78eea-6667-11e3-89ff-01f464e0362d;837454.6120999977;6573361.6054;4.784192910496286;46.24614606788354;46.24614606788354, 4.7841929104962855;46.2461460678675, 4.784192910496286;"{""coordinates"": [4.784192910496286, 46.2461460678675], ""type"": ""Point""}"
87571547;Neuillé-Pont-Pierre;O;O;561000;1;263+404;NEUILLE-PONT-PIERRE;INDRE-ET-LOIRE;5762;e1819496-19bf-11e5-a6ff-01fc64e0362d;516906.6150000021;6720339.117400002;0.56491028980691;47.55801500355749;47.55801500355749, 0.5649102898069096;47.55801500354531, 0.5649102898069076;"{""coordinates"": [0.564910289806908, 47.55801500354531], ""type"": ""Point""}"
87746248;Groisy-Thorens-la-Caille;O;O;897000;1;055+149;GROISY;HAUTE-SAVOIE;4374;e125463e-19bf-11e5-a6ff-01fc64e0362d;945655.2933000028;6550657.299899999;6.175631902610534;46.01119331165716;46.01119331165716, 6.175631902610534;46.01119331164044, 6.175631902610537;"{""coordinates"": [6.175631902610537, 46.01119331164044], ""type"": ""Point""}"
87775882;St-Gilles-du-Gard;O;N;820000;1;017+186;SAINT-GILLES;GARD;6492;d99f51c4-6667-11e3-89ff-01f464e0362d;815500.9786999971;6286819.829599999;4.431863732269444;43.67099106868398;43.67099106868398, 4.431863732269444;43.67099106866092, 4.431863732269445;"{""coordinates"": [4.431863732269445, 43.67099106866092], ""type"": ""Point""}"
87486142;Belleville-Vendée;N;O;530000;1;063+023;BELLEVIGNY;VENDEE;3168;d9e39988-6667-11e3-89ff-01f464e0362d;361886.98349999636;6641517.641199999;-1.434609949205068;46.788322662319686;46.788322662319686, -1.434609949205068;46.78832266230525, -1.434609949205071;"{""coordinates"": [-1.434609949205071, 46.78832266230525], ""type"": ""Point""}"
87682153;Lieusaint-Moissy;O;O;830000;1;030+497;LIEUSAINT;SEINE-ET-MARNE;5163;28ef21b0-dfbc-11e3-a2ff-01a464e0362d;668271.311800003;6836717.004799999;2.569445631919197;48.629860586103916;48.629860586103916, 2.569445631919197;48.6298605860807, 2.5694456319191965;"{""coordinates"": [2.569445631919197, 48.6298605860807], ""type"": ""Point""}"
87184523;Montbéliard;O;O;852000;1;483+948;MONTBELIARD;DOUBS;5584;d99f0f6e-6667-11e3-89ff-01f464e0362d;986025.0428000018;6719124.476500001;6.801539332256802;47.51050788740413;47.51050788740413, 6.801539332256802;47.51050788739182, 6.801539332256804;"{""coordinates"": [6.801539332256804, 47.51050788739182], ""type"": ""Point""}"
87343004;Valenciennes;O;O;262000;1;250+021;VALENCIENNES;NORD;7085;d9e327a4-6667-11e3-89ff-01f464e0362d;736860.5549999997;7029778.1994;3.517355969325083;50.36460712971786;50.36460712971786, 3.517355969325083;50.36460712970302, 3.5173559693250835;"{""coordinates"": [3.517355969325084, 50.36460712970302], ""type"": ""Point""}"
87212118;Vendenheim;N;O;070000;1;492+390;VENDENHEIM;BAS-RHIN;7133;29a0e728-dfbc-11e3-a2ff-01a464e0362d;1047256.8338000029;6850959.885299999;7.718218127488554;48.66540400117573;48.66540400117573, 7.718218127488554;48.6654040011527, 7.718218127488558;"{""coordinates"": [7.718218127488558, 48.6654040011527], ""type"": ""Point""}"
87576199;Pruniers;N;O;600000;1;214+424;GIEVRES;LOIR-ET-CHER;6165;d977f9a8-6667-11e3-89ff-01f464e0362d;599699.1344999969;6691158.084100001;1.672257775086366;47.313156014873194;47.313156014873194, 1.6722577750863656;47.31315601486028, 1.6722577750863648;"{""coordinates"": [1.672257775086365, 47.31315601486028], ""type"": ""Point""}"
87345132;Coron-de-Méricourt;N;O;284000;2;213+049;MERICOURT;PAS-DE-CALAIS;3821;e015122a-19bf-11e5-82ff-01fc64e0362d;691786.2212999985;7035274.956099998;2.884601268484962;50.41498395300304;50.41498395300304, 2.8846012684849622;50.41498395298839, 2.8846012684849622;"{""coordinates"": [2.884601268484962, 50.41498395298839], ""type"": ""Point""}"
87182139;St-Louis;O;O;115000;1;135+209;SAINT-LOUIS;HAUT-RHIN;6554;29567f86-dfbc-11e3-a2ff-01a464e0362d;1042135.9306000024;6730969.589499999;7.55486154717174;47.5902689352657;47.5902689352657, 7.55486154717174;47.59026893525361, 7.554861547171745;"{""coordinates"": [7.554861547171745, 47.59026893525361], ""type"": ""Point""}"
87381079;Bois-Colombes;N;O;334900;1;005+771;BOIS-COLOMBES;HAUTS-DE-SEINE;3268;c0850864-f312-11e3-90ff-015864e0362d;646684.6767000034;6868401.855900001;2.272569987445096;48.913399517369236;48.913399517369236, 2.272569987445096;48.91339951734747, 2.2725699874450958;"{""coordinates"": [2.272569987445096, 48.91339951734747], ""type"": ""Point""}"
87574301;Chouzy;N;O;570000;2;189+096;VALLOIRE-SUR-CISSE;LOIR-ET-CHER;3718;d9cd5812-6667-11e3-89ff-01f464e0362d;568154.1361000016;6714791.068799999;1.247857321419655;47.52032137784461;47.52032137784461, 1.2478573214196547;47.52032137783233, 1.2478573214196536;"{""coordinates"": [1.247857321419654, 47.52032137783233], ""type"": ""Point""}"
87645481;Murat;O;O;720000;1;350+335;MURAT;CANTAL;5720;e1a4c32a-19bf-11e5-a6ff-01fc64e0362d;689747.113499999;6445539.548799999;2.869632362496703;45.109055864544665;45.109055864544665, 2.8696323624967026;45.10905586452538, 2.8696323624967026;"{""coordinates"": [2.869632362496703, 45.10905586452538], ""type"": ""Point""}"
87783308;Le Monastier;N;O;722000;1;615+161;BOURGS SUR COLAGNE;LOZERE;4969;d9e429e6-6667-11e3-89ff-01f464e0362d;720049.1476999968;6378903.397700001;3.252222124005448;44.50890669463762;44.50890669463762, 3.2522221240054483;44.50890669461671, 3.2522221240054483;"{""coordinates"": [3.252222124005448, 44.50890669461671], ""type"": ""Point""}"
