CODE_UIC;LIBELLE;FRET;VOYAGEURS;CODE_LIGNE;RG_TRONCON;PK;COMMUNE;DEPARTEMEN;IDRESEAU;IDGAIA;X_L93;Y_L93;X_WGS84;Y_WGS84;C_GEO;Geo Point;Geo Shape
87141044;Toul;O;O;032000;1;114+011;TOUL;MEURTHE-ET-MOSELLE;7002;d9df8fde-6667-11e3-89ff-01f464e0362d;911775.5207000002;6845887.0317;5.877058201318163;48.6784144720613;48.6784144720613, 5.877058201318163;48.67841447203831, 5.877058201318165;"{""coordinates"": [5.877058201318165, 48.67841447203831], ""type"": ""Point""}"
87547000;Paris-Austerlitz;N;O;570000;1;000+000;PARIS;PARIS;5920;c0e7c1ba-f312-11e3-90ff-015864e0362d;653543.3254999965;6860235.7289;2.367037639567501;48.84049521424752;48.84049521424752, 2.367037639567501;48.84049521422537, 2.3670376395675006;"{""coordinates"": [2.367037639567501, 48.84049521422537], ""type"": ""Point""}"
87191692;Homécourt;N;O;085000;1;329+502;HOMECOURT;MEURTHE-ET-MOSELLE;4460;29e8044a-dfbc-11e3-a2ff-01a464e0362d;918385.8425000012;6906201.307700001;5.997872241481719;49.21819984213956;49.21819984213956, 5.997872241481719;49.21819984211931, 5.997872241481723;"{""coordinates"": [5.997872241481723, 49.21819984211931], ""type"": ""Point""}"
87171496;Braine;O;N;205000;1;016+788;BRAINE;AISNE;8351;c0fc9b9c-f312-11e3-90ff-015864e0362d;739244.3637999967;6914965.998399999;3.539797001630332;49.33305628647187;49.33305628647187, 3.539797001630332;49.33305628645219, 3.539797001630332;"{""coordinates"": [3.539797001630332, 49.33305628645219], ""type"": ""Point""}"
87396564;Écommoy;N;O;561000;1;312+260;ECOMMOY;SARTHE;8936;e037fe62-19bf-11e5-82ff-01fc64e0362d;495689.8299999982;6750658.1237;0.26900460498187;47.82451649086021;47.82451649086021, 0.2690046049818696;47.82451649084881, 0.26900460498186723;"{""coordinates"": [0.269004604981867, 47.82451649084881], ""type"": ""Point""}"
87571612;Druye;N;O;525000;1;233+464;DRUYE;INDRE-ET-LOIRE;4011;d9bf5776-6667-11e3-89ff-01f464e0362d;513696.9209000021;6692469.671799999;0.533822558376341;47.30636201128594;47.30636201128594, 0.5338225583763413;47.30636201127301, 0.5338225583763394;"{""coordinates"": [0.533822558376339, 47.30636201127301], ""type"": ""Point""}"
87141044;Toul;O;O;039000;1;000+000;TOUL;MEURTHE-ET-MOSELLE;7002;d9df8fde-6667-11e3-89ff-01f464e0362d;912356.5988999978;6846154.274500001;5.885077969110999;48.6806259569182;48.6806259569182, 5.885077969110999;48.68062595689525, 5.885077969111003;"{""coordinates"": [5.885077969111003, 48.68062595689525], ""type"": ""Point""}"
87611897;Castelsarrasin;O;O;640000;1;187+197;CASTELSARRASIN;TARN-ET-GARONNE;3507;e1649d1a-19bf-11e5-a6ff-01fc64e0362d;548901.8015000001;6328623.456900001;1.114613458170613;44.040377168183305;44.040377168183305, 1.1146134581706129;44.04037716816114, 1.1146134581706113;"{""coordinates"": [1.114613458170611, 44.04037716816114], ""type"": ""Point""}"
87313544;Cramoisy;N;O;316000;1;055+535;CRAMOISY;OISE;3868;d9b01b1e-6667-11e3-89ff-01f464e0362d;656679.7454999983;6906483.1033000015;2.405021268518898;49.256538965335494;49.256538965335494, 2.405021268518898;49.25653896531543, 2.4050212685188974;"{""coordinates"": [2.405021268518897, 49.25653896531543], ""type"": ""Point""}"
87214056;Sélestat;O;O;111000;1;000+000;SELESTAT;BAS-RHIN;6805;d9df4df2-6667-11e3-89ff-01f464e0362d;1029511.876199998;6804862.291999999;7.442441424608559;48.2606544212921;48.2606544212921, 7.442441424608559;48.26065442128197, 7.442441424608562;"{""coordinates"": [7.442441424608562, 48.26065442128197], ""type"": ""Point""}"
87116145;Flamboin-Gouaix;O;N;831000;1;092+933;GOUAIX;SEINE-ET-MARNE;4157;d94975d8-6667-11e3-89ff-01f464e0362d;721234.3517000005;6819181.883900002;3.287283383626792;48.4725532460354;48.4725532460354, 3.287283383626792;48.472553246011366, 3.287283383626792;"{""coordinates"": [3.287283383626792, 48.472553246011366], ""type"": ""Point""}"
87615344;St-Sulpice;N;O;738000;1;249+391;SAINT-SULPICE-LA-POINTE;TARN;6678;d9d41be2-6667-11e3-89ff-01f464e0362d;593757.4025000036;6298230.459399998;1.680526459248937;43.775104038353994;43.775104038353994, 1.680526459248937;43.77510403833118, 1.6805264592489362;"{""coordinates"": [1.680526459248936, 43.77510403833118], ""type"": ""Point""}"
87208553;Casino-Lacroix-Laval;N;O;782000;1;009+500;LA TOUR-DE-SALVAGNY;RHONE;80868;d9b39778-6667-11e3-89ff-01f464e0362d;834373.8598000035;6522457.3495000005;4.72974509462416;45.788489228914436;45.788489228914436, 4.7297450946241595;45.78848922889708, 4.729745094624161;"{""coordinates"": [4.729745094624161, 45.78848922889708], ""type"": ""Point""}"
87574640;St-Amand-de-Vendôme;O;O;550000;1;190+587;SAINT-AMAND-LONGPRE;LOIR-ET-CHER;6357;c0f00f06-f312-11e3-90ff-015864e0362d;550890.8664999977;6734393.4750000015;1.011973870796805;47.69303595599551;47.69303595599551, 1.0119738707968045;47.693035955983724, 1.0119738707968027;"{""coordinates"": [1.011973870796803, 47.693035955983724], ""type"": ""Point""}"
87184275;Montreux-Vieux;N;O;001000;1;456+799;MONTREUX-VIEUX;HAUT-RHIN;5655;d9987bf0-6667-11e3-89ff-01f464e0362d;1002306.2242000028;6731892.921399999;7.026212962770893;47.618038564834976;47.618038564834976, 7.026212962770893;47.61803856482295, 7.026212962770896;"{""coordinates"": [7.026212962770896, 47.61803856482295], ""type"": ""Point""}"
87382473;L'Étang-la-Ville;N;O;974000;1;027+527;L'ETANG-LA-VILLE;YVELINES;4571;d9b0adea-6667-11e3-89ff-01f464e0362d;632278.9540000036;6863511.3704;2.076815556744504;48.86806807316606;48.86806807316606, 2.076815556744504;48.868068073144045, 2.0768155567445032;"{""coordinates"": [2.076815556744503, 48.868068073144045], ""type"": ""Point""}"
87712026;Rully;N;O;830000;1;369+331;RULLY;SAONE-ET-LOIRE;6337;d9ba0886-6667-11e3-89ff-01f464e0362d;834100.3383999988;6643731.014899999;4.761035836913568;46.88029522572261;46.88029522572261, 4.761035836913568;46.88029522570844, 4.761035836913569;"{""coordinates"": [4.761035836913569, 46.88029522570844], ""type"": ""Point""}"
87391565;Clamart;N;O;420000;1;005+157;CLAMART;HAUTS-DE-SEINE;3734;c05515ee-f312-11e3-90ff-015864e0362d;646604.7502999976;6857348.832400002;2.272868213993607;48.81399561176178;48.81399561176178, 2.272868213993607;48.81399561173951, 2.2728682139936063;"{""coordinates"": [2.272868213993606, 48.81399561173951], ""type"": ""Point""}"
87113803;Les Yvris-Noisy-le-Grand;N;O;001000;1;023+843;NOISY-LE-GRAND;SEINE-SAINT-DENIS;5130;e1b369bc-19bf-11e5-a6ff-01fc64e0362d;669105.1617000028;6858240.4747;2.579204206954621;48.82348530363406;48.82348530363406, 2.5792042069546213;48.82348530361183, 2.579204206954621;"{""coordinates"": [2.579204206954621, 48.82348530361183], ""type"": ""Point""}"
87613422;Rodez;O;O;701000;1;309+737;RODEZ;AVEYRON;6274;29665db4-dfbc-11e3-a2ff-01a464e0362d;666548.9526999965;6362713.281300001;2.580264604321567;44.36265275693039;44.36265275693039, 2.580264604321567;44.36265275690909, 2.5802646043215667;"{""coordinates"": [2.580264604321567, 44.36265275690909], ""type"": ""Point""}"
87192229;Sanry-sur-Nied;N;O;140000;1;137+819;SANRY-SUR-NIED;MOSELLE;6750;d9818ea6-6667-11e3-89ff-01f464e0362d;944103.7704999968;6887912.619199999;6.339900100336438;49.04462358146033;49.04462358146033, 6.339900100336438;49.044623581439225, 6.339900100336441;"{""coordinates"": [6.339900100336441, 49.044623581439225], ""type"": ""Point""}"
87182865;Blodelsheim;O;N;123000;1;016+474;BLODELSHEIM;HAUT-RHIN;3257;e54a29d8-6667-11e3-a7ff-01f464e0362d;1037907.438500002;6763667.810800001;7.52360176537168;47.88626934854276;47.88626934854276, 7.52360176537168;47.88626934853155, 7.523601765371683;"{""coordinates"": [7.523601765371683, 47.88626934853155], ""type"": ""Point""}"
87386540;Munster-Badischhof;N;O;119000;1;017+130;MUNSTER;HAUT-RHIN;85460;d94381ac-6667-11e3-89ff-01f464e0362d;1009355.9010000005;6779103.659400001;7.152972487896633;48.03908193011033;48.03908193011033, 7.152972487896633;48.03908193009955, 7.152972487896636;"{""coordinates"": [7.152972487896636, 48.03908193009955], ""type"": ""Point""}"
87271395;Le Bourget;O;O;229000;1;009+365;LE BOURGET;SEINE-SAINT-DENIS;4904;e12e24e2-19bf-11e5-a6ff-01fc64e0362d;657993.1963;6870242.736900002;2.426674011457214;48.93079100023168;48.93079100023168, 2.4266740114572136;48.93079100021, 2.426674011457213;"{""coordinates"": [2.426674011457213, 48.93079100021], ""type"": ""Point""}"
87582635;La Hume;N;O;657000;1;052+542;GUJAN-MESTRAS;GIRONDE;4690;d9b64bd2-6667-11e3-89ff-01f464e0362d;373722.7141999975;6401941.5528;-1.116034032456396;44.64002182461614;44.64002182461614, -1.1160340324563962;44.64002182459557, -1.1160340324563993;"{""coordinates"": [-1.116034032456399, 44.64002182459557], ""type"": ""Point""}"
87276667;Méry (Val-d'Oise);N;O;328000;1;025+045;MERY-SUR-OISE;VAL-D'OISE;5465;d9b3c930-6667-11e3-89ff-01f464e0362d;640856.1547000036;6884476.2282;2.190803921925722;49.05742573932811;49.05742573932811, 2.190803921925722;49.05742573930706, 2.190803921925721;"{""coordinates"": [2.190803921925721, 49.05742573930706], ""type"": ""Point""}"
87764001;Montélimar;N;O;830000;1;661+311;MONTELIMAR;DROME;5600;e17f1d1e-19bf-11e5-a6ff-01fc64e0362d;838541.6877000034;6385962.197900001;4.744565283791178;44.55896224752883;44.55896224752883, 4.744565283791178;44.55896224750805, 4.74456528379118;"{""coordinates"": [4.74456528379118, 44.55896224750805], ""type"": ""Point""}"
87641217;Huriel;O;O;702000;1;337+616;HURIEL;ALLIER;4472;d9986afa-6667-11e3-89ff-01f464e0362d;659734.6573000029;6585856.4406;2.476189095890859;46.37144045824702;46.37144045824702, 2.4761890958908594;46.371440458231355, 2.476189095890859;"{""coordinates"": [2.476189095890859, 46.371440458231355], ""type"": ""Point""}"
87487892;St-Mathurin;N;O;515000;1;323+835;LOIRE-AUTHION;MAINE-ET-LOIRE;6586;d9b4b198-6667-11e3-89ff-01f464e0362d;449867.994599998;6706575.265500002;-0.318085670106582;47.4122184178676;47.4122184178676, -0.31808567010658223;47.412218417854994, -0.318085670106585;"{""coordinates"": [-0.318085670106585, 47.412218417854994], ""type"": ""Point""}"
87575357;Épanvilliers;N;O;570000;3;378+959;BLANZAY;VIENNE;4050;29812278-dfbc-11e3-a2ff-01a464e0362d;486998.7158000022;6573400.0612;0.23583521002164;46.226901878970985;46.226901878970985, 0.2358352100216395;46.226901878954905, 0.23583521002163713;"{""coordinates"": [0.235835210021637, 46.226901878954905], ""type"": ""Point""}"
87594655;Vignols-St-Solve;N;O;613000;1;479+033;SAINT-SOLVE;CORREZE;7216;294ef63a-dfbc-11e3-a2ff-01a464e0362d;574447.4397;6469453.955400001;1.397619507972418;45.312991479730286;45.312991479730286, 1.3976195079724179;45.31299147971156, 1.397619507972417;"{""coordinates"": [1.397619507972417, 45.31299147971156], ""type"": ""Point""}"
87715144;La Rivière;N;O;875000;1;441+731;LA RIVIERE-DRUGEON;DOUBS;4746;295f8a48-dfbc-11e3-a2ff-01a464e0362d;944689.6894000024;6646083.859200001;6.213336258681985;46.870110430628266;46.870110430628266, 6.213336258681985;46.87011043061406, 6.213336258681988;"{""coordinates"": [6.213336258681988, 46.87011043061406], ""type"": ""Point""}"
87175778;Verdun;O;O;088000;1;054+346;VERDUN;MEUSE;7145;d9d16eda-6667-11e3-89ff-01f464e0362d;873477.0216000006;6898808.0352;5.378755568857466;49.16551301257006;49.16551301257006, 5.378755568857466;49.165513012549546, 5.378755568857469;"{""coordinates"": [5.378755568857469, 49.165513012549546], ""type"": ""Point""}"
87751008;Marseille-St-Charles;O;O;830000;1;862+050;MARSEILLE;BOUCHES-DU-RHONE;5397;e1610fbe-19bf-11e5-a6ff-01fc64e0362d;893263.7656999975;6247815.931899998;5.380843379830792;43.3032831626636;43.3032831626636, 5.380843379830792;43.30328316263964, 5.380843379830793;"{""coordinates"": [5.380843379830793, 43.30328316263964], ""type"": ""Point""}"
87471144;Laillé;N;O;468000;1;390+697;GUICHEN;ILLE-ET-VILAINE;4821;c0f973fe-f312-11e3-90ff-015864e0362d;345809.24120000005;6774061.5418;-1.74943485888762;47.97104695918046;47.97104695918046, -1.74943485888762;47.97104695916948, -1.7494348588876232;"{""coordinates"": [-1.749434858887623, 47.97104695916948], ""type"": ""Point""}"
87172221;Vrigne-Meuse;N;O;204000;2;151+762;VRIGNE-MEUSE;ARDENNES;7337;d9b0a22c-6667-11e3-89ff-01f464e0362d;833048.7558000013;6957313.2557;4.843348320878918;49.70088831696133;49.70088831696133, 4.843348320878918;49.70088831694342, 4.84334832087892;"{""coordinates"": [4.84334832087892, 49.70088831694342], ""type"": ""Point""}"
87174862;Valmy;O;N;085000;1;221+620;VALMY;MARNE;7094;2903f5dc-dfbc-11e3-a2ff-01a464e0362d;830688.244599998;6888189.947500002;4.788962277267343;49.08023051698906;49.08023051698906, 4.788962277267343;49.08023051696812, 4.788962277267344;"{""coordinates"": [4.788962277267344, 49.08023051696812], ""type"": ""Point""}"
87316125;Thézy-Glimont;N;O;232000;1;138+201;THEZY-GLIMONT;SOMME;6967;298213ac-dfbc-11e3-a2ff-01a464e0362d;659365.2813000008;6968247.731199998;2.435843586481389;49.81178157822017;49.81178157822017, 2.435843586481389;49.81178157820278, 2.4358435864813885;"{""coordinates"": [2.435843586481389, 49.81178157820278], ""type"": ""Point""}"
87615187;Alet-les-Bains;N;O;676000;1;382+362;ALET-LES-BAINS;AUDE;2845;d9917208-6667-11e3-89ff-01f464e0362d;638950.7484000027;6211169.8116;2.251998052127515;42.99727450737012;42.99727450737012, 2.251998052127515;42.997274507345445, 2.2519980521275147;"{""coordinates"": [2.251998052127515, 42.997274507345445], ""type"": ""Point""}"
87213447;Hoffen;N;O;146000;1;044+823;HOFFEN;BAS-RHIN;4456;c1484fee-f312-11e3-90ff-015864e0362d;1061223.6841999963;6881425.733800001;7.933334342280364;48.93122038223287;48.93122038223287, 7.9333343422803635;48.9312203822112, 7.933334342280369;"{""coordinates"": [7.933334342280369, 48.9312203822112], ""type"": ""Point""}"
87645150;Lacapelle-Viescamp;N;O;720000;1;286+484;LACAPELLE-VIESCAMP;CANTAL;4610;e18eb2ae-19bf-11e5-a6ff-01fc64e0362d;642095.6444000006;6424800.8869;2.266204824138676;44.919983260873366;44.919983260873366, 2.266204824138676;44.919983260853556, 2.2662048241386756;"{""coordinates"": [2.266204824138676, 44.919983260853556], ""type"": ""Point""}"
87586404;Pont-du-Casse;N;O;631000;1;646+491;PONT-DU-CASSE;LOT-ET-GARONNE;6080;29451172-dfbc-11e3-a2ff-01a464e0362d;514383.6041999981;6350932.927000001;0.675933092816244;44.232824610550935;44.232824610550935, 0.6759330928162438;44.232824610529285, 0.6759330928162421;"{""coordinates"": [0.675933092816242, 44.232824610529285], ""type"": ""Point""}"
87485003;La Rochelle-Ville;O;O;539000;1;000+000;LA ROCHELLE;CHARENTE-MARITIME;4758;d98107a2-6667-11e3-89ff-01f464e0362d;380580.385300003;6570111.2194;-1.140831956307869;46.15542617140306;46.15542617140306, -1.1408319563078688;46.155426171386765, -1.140831956307872;"{""coordinates"": [-1.140831956307872, 46.155426171386765], ""type"": ""Point""}"
87575134;Ingrandes-sur-Vienne;O;O;570000;3;296+956;INGRANDES;VIENNE;4489;c0f8bc22-f312-11e3-90ff-015864e0362d;514898.9214999974;6644461.1404;0.569280649014913;46.87467981739652;46.87467981739652, 0.569280649014913;46.87467981738232, 0.5692806490149115;"{""coordinates"": [0.569280649014911, 46.87467981738232], ""type"": ""Point""}"
87611574;Les Cabannes;N;O;672000;1;108+520;LES CABANNES;ARIEGE;5055;c0b737da-f312-11e3-90ff-015864e0362d;592391.0579999983;6188329.434099998;1.68626685124549;42.78643042874622;42.78643042874622, 1.6862668512454901;42.786430428721076, 1.6862668512454893;"{""coordinates"": [1.686266851245489, 42.786430428721076], ""type"": ""Point""}"
87484659;Château-Gontier;O;N;460000;1;289+866;CHATEAU-GONTIER-SUR-MAYENNE;MAYENNE;3641;d97e238c-6667-11e3-89ff-01f464e0362d;423655.5820999965;6754348.809900001;-0.694956000266161;47.831333007506274;47.831333007506274, -0.6949560002661606;47.8313330074949, -0.694956000266163;"{""coordinates"": [-0.694956000266163, 47.8313330074949], ""type"": ""Point""}"
87296269;Bohain;N;O;242000;1;174+453;BOHAIN-EN-VERMANDOIS;AISNE;3266;d9dd1638-6667-11e3-89ff-01f464e0362d;731777.0163000003;6987863.461199999;3.442709355245428;49.98849723417581;49.98849723417581, 3.4427093552454284;49.988497234159254, 3.4427093552454284;"{""coordinates"": [3.442709355245428, 49.988497234159254], ""type"": ""Point""}"
87756817;Touët-de-l'Escarène;N;O;945000;1;024+934;TOUET-DE-L'ESCARENE;ALPES-MARITIMES;7001;d9e4c70a-6667-11e3-89ff-01f464e0362d;1050834.2324;6315034.9615;7.3646684919829;43.84703661020427;43.84703661020427, 7.3646684919829;43.847036610181625, 7.364668491982902;"{""coordinates"": [7.364668491982902, 43.847036610181625], ""type"": ""Point""}"
87181289;Vieux-Thann ZI;N;O;130000;1;012+273;VIEUX-THANN;HAUT-RHIN;128934;c1281042-f312-11e3-90ff-015864e0362d;1009239.2603999972;6752725.203400001;7.132891897246951;47.80206960794109;47.80206960794109, 7.132891897246951;47.802069607929624, 7.132891897246954;"{""coordinates"": [7.132891897246954, 47.802069607929624], ""type"": ""Point""}"
87722710;Chaponost;N;O;775000;1;122+255;CHAPONOST;RHONE;3617;d9803242-6667-11e3-89ff-01f464e0362d;837307.3593000025;6512564.955400001;4.764649154604175;45.69884679639;45.69884679639, 4.764649154604175;45.69884679637237, 4.764649154604177;"{""coordinates"": [4.764649154604177, 45.69884679637237], ""type"": ""Point""}"
87743740;St-Rambert-en-Bugey;N;O;890000;1;062+777;SAINT-RAMBERT-EN-BUGEY;AIN;6656;e196f04a-19bf-11e5-a6ff-01fc64e0362d;888930.1576000005;6541564.884199999;5.439242836530275;45.947525236632266;45.947525236632266, 5.4392428365302745;45.94752523661536, 5.439242836530276;"{""coordinates"": [5.439242836530276, 45.94752523661536], ""type"": ""Point""}"
87594606;Varetz;N;O;613000;1;494+165;VARETZ;CORREZE;7105;d9d01e5e-6667-11e3-89ff-01f464e0362d;578082.068599999;6455842.719700001;1.447409972667475;45.191110140196194;45.191110140196194, 1.447409972667475;45.19111014017715, 1.4474099726674738;"{""coordinates"": [1.447409972667474, 45.19111014017715], ""type"": ""Point""}"
87393256;La Verrière;N;O;420000;1;032+209;LA VERRIERE;YVELINES;4781;2928c6f4-dfbc-11e3-a2ff-01a464e0362d;622359.4592999965;6851113.424699999;1.94386690800612;48.75545694012282;48.75545694012282, 1.94386690800612;48.75545694010025, 1.9438669080061193;"{""coordinates"": [1.943866908006119, 48.75545694010025], ""type"": ""Point""}"
87271007;Paris-Nord;N;O;272000;1;000+000;PARIS;PARIS;5935;29e809ee-dfbc-11e3-a2ff-01a464e0362d;652782.2791000009;6864817.361000001;2.356160022572003;48.88164194198079;48.88164194198079, 2.3561600225720034;48.881641941958854, 2.356160022572003;"{""coordinates"": [2.356160022572003, 48.881641941958854], ""type"": ""Point""}"
87784298;Banyuls-sur-Mer;N;O;677000;1;502+131;BANYULS-SUR-MER;PYRENEES-ORIENTALES;3082;d94ae9a8-6667-11e3-89ff-01f464e0362d;710281.7167999968;6153679.905099999;3.124865814209837;42.48289092162868;42.48289092162868, 3.1248658142098367;42.48289092160289, 3.1248658142098367;"{""coordinates"": [3.124865814209837, 42.48289092160289], ""type"": ""Point""}"
87592725;Nexon;N;O;613000;1;421+193;NEXON;HAUTE-VIENNE;5781;c0be081c-f312-11e3-90ff-015864e0362d;558230.0025999993;6511581.0293999985;1.178309543374612;45.68907647955986;45.68907647955986, 1.1783095433746116;45.68907647954222, 1.17830954337461;"{""coordinates"": [1.17830954337461, 45.68907647954222], ""type"": ""Point""}"
87345264;Pont-à-Vendin;O;O;287100;1;000+990;VENDIN-LE-VIEIL;PAS-DE-CALAIS;6055;d9dd1c14-6667-11e3-89ff-01f464e0362d;691350.1893000007;7042631.570999999;2.878316010976143;50.48101595672629;50.48101595672629, 2.878316010976143;50.481015956711936, 2.8783160109761425;"{""coordinates"": [2.878316010976143, 50.481015956711936], ""type"": ""Point""}"
87747535;Jarrie-Vizille;O;O;905000;1;143+967;JARRIE;ISERE;4513;e1b13e62-19bf-11e5-a6ff-01fc64e0362d;915742.5367000028;6446585.4111;5.742573539163729;45.08481083197159;45.08481083197159, 5.742573539163729;45.08481083195224, 5.74257353916373;"{""coordinates"": [5.74257353916373, 45.08481083195224], ""type"": ""Point""}"
87517912;Bidos;N;O;664000;1;252+300;BIDOS;PYRENEES-ATLANTIQUES;81191;e541eea8-6667-11e3-a7ff-01f464e0362d;406525.90200000256;6237991.4076000005;-0.608394318244008;43.1807912540399;43.1807912540399, -0.6083943182440084;43.180791254015666, -0.6083943182440107;"{""coordinates"": [-0.608394318244011, 43.180791254015666], ""type"": ""Point""}"
87694687;Paray-le-Monial;O;O;775000;1;000+000;PARAY-LE-MONIAL;SAONE-ET-LOIRE;5917;d9d43068-6667-11e3-89ff-01f464e0362d;785497.0437999964;6594714.8728;4.113797115799167;46.44698018163388;46.44698018163388, 4.113797115799167;46.44698018161844, 4.113797115799167;"{""coordinates"": [4.113797115799167, 46.44698018161844], ""type"": ""Point""}"
87584151;Lamothe-Montravel;N;O;629000;1;569+574;LAMOTHE-MONTRAVEL;DORDOGNE;4839;d9bf4100-6667-11e3-89ff-01f464e0362d;464741.5948999971;6421616.5515;0.021529284724599;44.85378281621926;44.85378281621926, 0.02152928472459865;44.85378281619927, 0.021529284724596268;"{""coordinates"": [0.021529284724596, 44.85378281619927], ""type"": ""Point""}"
87485151;Tonnay-Charente;O;O;530000;1;214+637;TONNAY-CHARENTE;CHARENTE-MARITIME;6995;29df8234-dfbc-11e3-a2ff-01a464e0362d;398144.4610000029;6545631.076200001;-0.897867253423509;45.94331739425593;45.94331739425593, -0.8978672534235085;45.94331739423901, -0.8978672534235109;"{""coordinates"": [-0.897867253423511, 45.94331739423901], ""type"": ""Point""}"
87713412;Dole;O;O;850000;1;360+535;DOLE;JURA;3972;d9422e48-6667-11e3-89ff-01f464e0362d;888726.1084999964;6669229.25;5.488538671427538;47.09655306427534;47.09655306427534, 5.488538671427538;47.0965530642618, 5.4885386714275395;"{""coordinates"": [5.488538671427539, 47.0965530642618], ""type"": ""Point""}"
87345553;Bertry;N;O;250000;1;186+404;BERTRY;NORD;3197;d9cb7b48-6667-11e3-89ff-01f464e0362d;732165.3376000002;6999292.4441;3.449024670182102;50.091126642705575;50.091126642705575, 3.4490246701821023;50.091126642689474, 3.4490246701821023;"{""coordinates"": [3.449024670182102, 50.091126642689474], ""type"": ""Point""}"
87597633;Vieilleville;N;O;702000;1;428+480;MOURIOUX-VIEILLEVILLE;CREUSE;7200;e1b2e812-19bf-11e5-a6ff-01fc64e0362d;597518.5732999966;6555462.999400001;1.673569271378614;46.091205067240665;46.091205067240665, 1.6735692713786137;46.09120506722419, 1.6735692713786128;"{""coordinates"": [1.673569271378613, 46.09120506722419], ""type"": ""Point""}"
87313015;Saleux;O;N;321000;1;007+593;SALEUX;SOMME;6729;e001cbf2-19bf-11e5-82ff-01fc64e0362d;644366.8373999968;6974034.507599998;2.226835968274724;49.862626503215616;49.862626503215616, 2.226835968274724;49.86262650319846, 2.226835968274723;"{""coordinates"": [2.226835968274723, 49.86262650319846], ""type"": ""Point""}"
87474320;Pleyber-Christ;O;O;420000;1;571+844;PLEYBER-CHRIST;FINISTERE;6023;d9d49b8e-6667-11e3-89ff-01f464e0362d;192222.38400000334;6845170.858199999;-3.883086229756259;48.50747856463624;48.50747856463624, -3.883086229756259;48.50747856461238, -3.883086229756265;"{""coordinates"": [-3.883086229756265, 48.50747856461238], ""type"": ""Point""}"
87191734;Rombas-Clouange;N;O;085000;1;339+371;ROMBAS;MOSELLE;6286;d9c7e5c2-6667-11e3-89ff-01f464e0362d;925600.4267999977;6910686.0889;6.099224950443746;49.25598422432133;49.25598422432133, 6.099224950443746;49.255984224301265, 6.09922495044375;"{""coordinates"": [6.09922495044375, 49.255984224301265], ""type"": ""Point""}"
87473504;Carhaix;O;O;485000;1;557+991;CARHAIX-PLOUGUER;FINISTERE;3486;c0ee226a-f312-11e3-90ff-015864e0362d;213580.38970000297;6817576.251899999;-3.563916929202896;48.27645974077854;48.27645974077854, -3.563916929202896;48.27645974076846, -3.5639169292029007;"{""coordinates"": [-3.563916929202901, 48.27645974076846], ""type"": ""Point""}"
87276402;St-Leu-d'Esserent;N;O;329000;1;060+589;SAINT-LEU-D'ESSERENT;OISE;6549;28ed094e-dfbc-11e3-a2ff-01a464e0362d;657609.9752999991;6901792.313099999;2.418271593338085;49.21443254592998;49.21443254592998, 2.418271593338085;49.21443254590972, 2.4182715933380847;"{""coordinates"": [2.418271593338085, 49.21443254590972], ""type"": ""Point""}"
87741819;Ugine;O;N;898000;1;036+202;UGINE;SAVOIE;7053;2903c960-dfbc-11e3-a2ff-01a464e0362d;965665.6724999994;6522024.177700002;6.417985349481818;45.74605775561713;45.74605775561713, 6.4179853494818175;45.74605775559965, 6.417985349481821;"{""coordinates"": [6.417985349481821, 45.74605775559965], ""type"": ""Point""}"
87182840;Bantzenheim;O;O;124000;1;014+330;BANTZENHEIM;HAUT-RHIN;3080;d9838f82-6667-11e3-89ff-01f464e0362d;1037021.3645000011;6755305.634599999;7.505385239937565;47.811588974683396;47.811588974683396, 7.505385239937565;47.81158897467196, 7.505385239937568;"{""coordinates"": [7.505385239937568, 47.81158897467196], ""type"": ""Point""}"
87415323;Bourgtheroulde-Thuit-Hébert;N;O;372000;1;033+867;GRAND BOURGTHEROULDE;EURE;3344;2991f4ca-dfbc-11e3-a2ff-01a464e0362d;542806.1583999991;6915261.443799999;0.838230934043214;49.317574268561536;49.317574268561536, 0.8382309340432144;49.31757426854179, 0.8382309340432124;"{""coordinates"": [0.838230934043212, 49.31757426854179], ""type"": ""Point""}"
87296152;Crépy-Couvron;O;O;261000;1;097+159;CREPY;AISNE;3880;e1787e3c-19bf-11e5-a6ff-01fc64e0362d;737350.0311999992;6947267.999699999;3.516648700534048;49.6234815197374;49.6234815197374, 3.516648700534048;49.623481519719114, 3.5166487005340485;"{""coordinates"": [3.516648700534049, 49.623481519719114], ""type"": ""Point""}"
87756494;Menton-Garavan;N;O;930000;1;250+940;MENTON;ALPES-MARITIMES;5450;29355aba-dfbc-11e3-a2ff-01a464e0362d;1063380.5461999997;6308823.206099998;7.516005489849121;43.784880281124074;43.784880281124074, 7.516005489849121;43.784880281101294, 7.516005489849123;"{""coordinates"": [7.516005489849123, 43.784880281101294], ""type"": ""Point""}"
87276881;Attichy;O;N;317000;1;079+695;JAULZY;OISE;2965;297c5ce4-dfbc-11e3-a2ff-01a464e0362d;703256.936800003;6922350.758699998;3.044856797075439;49.4006331415976;49.4006331415976, 3.044856797075439;49.400633141578254, 3.044856797075439;"{""coordinates"": [3.044856797075439, 49.400633141578254], ""type"": ""Point""}"
